1	1156	364.320313926	176.496951312
2	1449	374.625552161	186.857745927
3	lowest	374.091600325	186.136821336
4	1827	375.092566303	186.89008532
5	1844	376.188724077	186.312504344
6	1887	376.146314447	186.157393052
7	1953	376.007252305	186.475573587
8	248	376.536315237	186.578822021
9	2741	369.50370602	186.844445477
10	2749	374.725946514	186.418118983
